struct_idx	county	phillimore	head_of_manor	geld	g_code	vill_tax	taxed_on	lords_geld	new_land	ploughlands	p_code	lords_ploughs	mens_ploughs	total_ploughs	lords_ploughs_possible	mens_ploughs_possible	total_ploughs_possible	villagers	smallholders	slaves	female_slaves	freemen	free_men	priests	cottagers	other_pop	misc_pop	misc_pop_categories	burgesses	mills	mill_value	meadow	meadow_units	pasture	pasture_units	woodland	woodland_units	fisheries	salthouses	payments	payments_units	churches	church_land	value_86	value_66	value_qr	values	render	waste	waste_66	waste_qr	waste_86	duplicates	subholdings	notes
10591	NTH	"56,63"	Great and Little Houghton I	0.12	geld						no ploughlands							0	2	0	0	0	0	0	0	0	0	-	0				-		-		-				-						-		none	N	N	N	-	-	
10592	NTH	"56,64"	-	2	geld					5	land for	1	2	3				8	2	0	0	0	0	0	0	0	0	-	0	1	0.65	10	acres		-	1 * 0.5	furlongs				-			2.5	2		was;now		none	N	N	N	-	-	
10593	NTH	"56,65"	-	1.75	geld					4	land for	1	2.5	3.5				4	5	1	0	0	0	1	0	0	0	-	0			20	acres		-	4 * 2	furlongs				-			2	1		was;now		none	N	N	N	-	-	
10594	NTH	"56,66"	-	1.2	geld					3	land for	1	2	3				6	3	2	0	0	0	0	0	0	0	-	0			5	acres		-	4 * 2	furlongs				-			1.5	1.5		was;now		none	N	N	N	-	-	
10596	NTH	"57,1"	-	4	geld					8	land for	2	6	8				10	7	5	1	0	0	0	0	0	0	-	0	1	1	28	acres		-		-				-			5	2		was;now		none	N	N	N	-	-	
10597	NTH	"57,2"	-	2	geld					4	land for	2	2	4				20	5	1	1	0	0	0	0	0	0	-	0	1	0.05	6	acres		-		-				-			2	0.5		was;now		none	N	N	N	-	-	
10598	NTH	"57,3"	-	0.16	geld					0.37	land for	0	0	0				0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.05			now		none	N	N	N	-	-	
10599	NTH	"57,4"	-	0.25	geld					0.5	land for	0	0.5	0.5				1	1	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.25	0.15		was;now		none	N	N	N	-	-	
10601	NTH	"58,1"	-	0.75	geld					1.5	land for	1	2	3				6	3	2	0	0	0	1	0	0	0	-	0	1	0.6	5	acres		-		-				-			2			now		none	N	N	N	-	-	
10602	NTH	"58,2"	-	1.4	geld					3.5	land for	1	0	1				1	1	0	0	0	0	0	0	0	0	-	0			1	acres		-		-				-			0.5	0.25		was;now		none	N	N	N	-	-	
10604	NTH	"59,1"	-	2	geld					2	land for	1	1	2				3	5	0	0	0	0	0	0	0	0	-	0	1	0.4	12	acres		-	50 * 15	perches			0.25	rent			1	0.1		was;now		none	N	N	N	-	-	
10605	NTH	"59,2"	-	0.75	geld					2	land for	1	1	2				5	0	0	0	0	0	0	0	0	0	-	0			5	acres		-	1 * 0.5	leagues				-			0.5	0.1		was;now		none	N	N	N	-	-	
10606	NTH	"59,3"	-	4	geld					8	land for	1	2	3				12	5	1	0	0	0	0	0	0	0	-	0	1	1	20	acres		-		-				-			4	2		was;now		none	N	N	N	-	-	
10607	NTH	"59,4"	-	0.25	geld					2	land for	1	1	2				5	1	0	0	0	0	0	0	0	0	-	0			3	acres		-	4 * 1.5	furlongs				-			0.3	0.05		was;now		none	N	N	N	-	-	
10609	NTH	"60,1"	-	2	geld					4	land for	3	1	4				7	1	5	0	0	0	0	0	0	0	-	0			6	acres		-	3 * 3	furlongs				-			2	0.55		was;now		none	N	N	N	-	-	
10610	NTH	"60,2"	-	1.5	geld					4	land for	1	2	3				12	0	0	0	1	0	0	0	0	0	-	0				-		-		-				-			1.5	0.5		was;now		none	N	N	N	-	-	
10611	NTH	"60,3"	Corby	0.25	geld					0.5	land for			0.5				0	1	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.15	0.1		was;now		none	N	N	N	-	-	
10612	NTH	"60,4"	-	0.5	geld					1	land for	0	0	0				1	0	1	0	0	0	0	0	0	0	-	0				-		-		-				-			0.1	0.05		was;now		none	N	N	N	-	-	
10613	NTH	"60,5"	-	0.83	geld					1	land for			2				4	5	0	0	0	0	0	0	0	0	-	0	1	0.05		-		-		-				-			0.8	0.8		was;now		none	N	N	N	-	-	
10614	LEC	C1	-		no units						-							0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				royal				30		tre		none	N	N	N	-	-	"Values: Leicester paid to the King £30 a year before 1066 at face value, at 20 [pence] to the {ora}, and 15 sesters of honey."
10616	LEC	C3	-		no units						-							0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			42.5			now		none	N	N	N	-	-	
10617	LEC	C4	-		no units						-							0	0	0	0	0	0	0	0	0	0	-	0				-		-		-			11	royal						-		none	N	N	N	-	-	"Values: a hawk, £10 at face value; a packhorse, 20s."
10618	LEC	C5	-		no units						-							0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				rent			20			now		none	N	N	N	-	-	"Values: from the moneyers, £20 a year at 20 [pence] to the {ora}; of these £20 Hugh of Grandmesnil has the third penny."
10624	LEC	C11	-		no units						-							0	0	0	0	0	0	0	0	0	0	-	37				-		-		-				-	2					-		none	N	N	N	-	-	
10625	LEC	C12	-		no units						-							0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-	2					-		now waste except	N	N	P	-	-	
10629	LEC	C16	-		no units						-							0	0	0	0	0	0	0	0	0	0	-	1				-		-		-				-						-		none	N	N	N	-	-	
10630	LEC	C17	-	6	geld						-	1	3	4				0	0	0	0	0	0	0	0	0	0	-	0	0.5	0.26	8	acres		-	6 * 3	furlongs				-			2			now		none	N	N	N	-	-	
10631	LEC	C18	-		no units						-							0	0	0	0	0	0	0	0	0	0	-	0				-		-	4 * 1	leagues				-						-		none	N	N	N	-	-	"Entries: the woodland of the whole sheriffdom, called Hereswode."
10635	LEC	"1,1a"	Croxton Kerrial I	24	geld						no ploughlands	2	10.5	12.5				22	2	5	0	30	0	0	0	0	0	-	0	2	0.4	30	acres		-		-				-						assessed elsewhere		none	N	N	N	-	-	"Shared statistics: 1,1a-c, valuation recorded in 1c."
10636	LEC	"1,1b"	Croxton Kerrial I	8.75	geld						no ploughlands	2	4	6				10	4	4	0	10	0	0	0	0	0	-	0	6	0.66	13	acres		-		-				-						assessed elsewhere		none	N	N	N	-	-	"Shared statistics: 1,1a-c, valuation recorded in 1c."
10637	LEC	"1,1c"	Croxton Kerrial I	12	geld						no ploughlands	0	6.5	6.5				5	1	0	0	20	0	0	0	0	0	-	0			17	acres		-		-				-			17		10	was;now		none	N	N	N	-	-	"Shared statistics: 1,1a-c, valuation recorded here."
10638	LEC	"1,2"	-	12	geld						no ploughlands	1	12	13				9	4	0	0	24	0	0	0	0	0	-	0			100	acres		-		-				-			8		3	was;now		none	N	N	N	-	-	
10639	LEC	"1,3"	-	105.43	geld						no ploughlands	2	88	90				186	112	0	0	204	0	1	0	0	0	-	0	6	0.85	176 acres & 3 * 1.5 furlongs	mixed measures		-	3 * 3 furlongs & 5 acres; 1 * 0.5 league & 4 * 3 furlongs	mixed measures				-			34.5			now		none	N	N	N	-	Y	"Values: between all of them, they pay £31 8s 1d."
10640	LEC	"1,4"	Great Bowden I	34.25	geld						no ploughlands	2	26.5	28.5				10	32	0	0	73	0	0	0	0	0	-	0			36.5	acres		-		-			1.5	rent			10.12		0.05	now		none	N	N	N	G	Y	"Duplicates: 2 carucates duplicated in 15,2; and possibly 1 1/2 carucates in 13,53. Values: they pay 150s 18d."
10641	LEC	"1,5"	Great Bowden I	2	geld						no ploughlands	1	1	2				4	2	0	0	0	0	0	0	0	0	-	0			6	acres		-		-				-			1		0.05	was;now		none	N	N	N	-	-	
10642	LEC	"1,6"	-	17	converted carucates						no ploughlands	1	8	9				17	5	0	0	11	0	0	0	0	0	-	0	1	0.1	10	acres		-		-				-			9		4	was;now		none	N	N	N	-	-	Geld: 1 hide less 1 carucate; 1 hide assumed to equal 18 carucates.
10643	LEC	"1,7"	-	4.5	geld						no ploughlands	0.5	5	5.5				4	11	0	0	1	0	0	0	0	0	-	0			1 * 1	furlongs		-	5 * 3	furlongs				-			2		0.5	was;now		none	N	N	N	-	Y	
10644	LEC	"1,8"	-	5	geld						no ploughlands	0	6	6				16	8	0	0	3	0	0	0	0	0	-	0			30	acres		-		-				-			7		3	was;now		none	N	N	N	-	-	
10645	LEC	"1,9"	-	18	converted carucates						no ploughlands	0	8	8				16	1	0	0	16	0	0	0	0	0	-	0	2	0.25	10	acres		-	4 * 4	furlongs				-			2	0	0	now		was waste	X	Y	N	-	-	Geld: 1 hide assumed to equal 18 carucates.
10646	LEC	"1,10"	-	49	converted carucates						no ploughlands	2	36	38				36	16	2	0	20	0	0	0	0	2	men-at-arms	0	1	0.25	50	acres		-	1 league * 4 furlongs	mixed measures				royal			6		0	now		qr waste	X	Y	N	-	Y	Geld: 2.5 hides and 4 carucates; 1 hide assumed to equal 18 carucates.
10647	LEC	"1,11"	Oakham I	3	geld						no ploughlands	0	6	6				0	6	0	0	17	0	0	0	0	0	-	0				-		-	1 * 1.5	furlongs				-			1			now		none	N	N	N	-	-	
10648	LEC	"1,12"	-	5	geld					4	land for	1	2	3				10	4	0	0	0	0	0	0	0	0	-	0			20	acres		-		-				-			2		1.5	was;now		none	N	N	N	-	-	
10650	LEC	"2,1"	Tur Langton I	10	geld						no ploughlands	3	6	9				20	4	4	2	0	0	0	0	0	0	-	0			20	acres		-	3 * 2	furlongs				-						assessed elsewhere		none	N	N	N	-	-	"Shared statistics: 2,1-2, valuation recorded in 2,2. The layout of the manuscript suggests that entry 2,2 is a subset of 2,1 so the 3 carucates are part of the 13, not additional to it."
10651	LEC	"2,2"	Tur Langton I	3	geld						no ploughlands	1	3	4				5	2	0	0	2	0	0	0	0	0	-	0			12	acres		-		-				-			3		1	was;now		none	N	N	N	-	-	"Shared statistics: 2,1-2, valuation recorded here. The layout of the manuscript suggests that entry 2,2 is a subset of 2,1 so the 3 carucates are part of the 13 in 2,1, not additional to it."
10652	LEC	"2,3"	Lubenham I	5	geld						no ploughlands	2	3	5				6	4	2	2	0	0	0	0	0	0	-	0				-		-		-				-						assessed elsewhere		none	N	N	N	-	-	"Shared statistics: 2,3-4, valuation recorded in 2,4. The layout of the manuscript suggests that entry 2,4 is a subset of 2,3 so the 3 carucates are part of the 8 in 2,3, not additional to it."
10653	LEC	"2,4"	Lubenham I	3	geld						no ploughlands	1	1.5	2.5				5	1	0	0	0	0	0	0	0	0	-	0			36	acres		-		-				-			2		1	was;now		none	N	N	N	-	-	"Shared statistics: 2,3-4, valuation recorded here. The layout of the manuscript suggests that entry 2,4 is a subset of 2,3 so the 3 carucates are part of the 8 in 2,3, not additional to it."
10654	LEC	"2,5"	-	2	geld						no ploughlands	1	2	3				4	1	3	0	0	0	0	0	0	0	-	0			18	acres		-		-				-			1		0.2	was;now		none	N	N	N	-	-	
10655	LEC	"2,6"	-	2	geld						no ploughlands	1	1	2				2	2	1	0	0	0	0	0	0	1	Frenchmen	0				-		-	40	acres				-			0.6		0.2	was;now		none	N	N	N	-	-	
10656	LEC	"2,7"	-	1	geld						no ploughlands			1				4	2	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.5		0.5	was;now		none	N	N	N	-	-	
10658	LEC	"3,1"	Leicester I	10	geld						no ploughlands	5	4	9				3	12	0	0	0	0	1	0	0	0	-	17	1.5	0.53	20	acres		-		-			0.39	rent	2	0.75				assessed elsewhere		none	N	N	N	-	-	"Shared statistics: 3,1-3, valuation recorded in 3,3."
10659	LEC	"3,2"	Leicester I	12	converted carucates					6	land for	0	6	6				20	0	0	0	4	0	0	0	0	0	-	0			30	acres		-		-				-						assessed elsewhere		none	N	N	N	-	-	"Shared statistics: 3,1-3, valuation recorded in 3,3. Geld: 1 hide assumed to equal 18 carucates."
10660	LEC	"3,3"	Leicester I	1	geld						no ploughlands	0	0.5	0.5				0	1	0	0	2	0	0	0	0	0	-	0				-		-		-				-			6.11			now		none	N	N	N	-	-	"Shared statistics: 3,1-3, valuation recorded here."
10661	LEC	"3,4"	-	1	geld					1	ploughs possible	0	0	0			1	0	2	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.2			now		none	N	N	N	-	-	
10662	LEC	"3,5"	-	2	geld					2	ploughs possible	0	2	2				0	0	0	0	4	0	0	0	0	0	-	0				-		-		-				-			0.5		0.08	was;now		none	N	N	N	-	-	
10663	LEC	"3,6"	-	4	geld					4	land for	2	2	4				9	5	4	1	0	0	0	0	0	0	-	9			2	acres		-		-				-			1.5		1	was;now		none	N	N	N	-	-	
10664	LEC	"3,7"	-	4.5	geld					3	land for	0	2	2				5	1	0	0	2	0	0	0	0	0	-	0			6	acres		-		-				-			0.5		0.55	was;now		none	N	N	N	-	-	
10665	LEC	"3,8"	-	6	geld					3	land for	1	2	3				3	1	1	0	2	0	0	0	0	0	-	0	1	0.41	12	acres		-		-				-			1		0.5	was;now		none	N	N	N	-	-	
10666	LEC	"3,9"	-	13.5	geld					8	land for	1	4	5				6	7	0	0	6	0	0	0	0	0	-	0			10	acres		-		-				-			2		1.5	was;now		none	N	N	N	-	-	
10667	LEC	"3,10"	-	0.25	geld						no ploughlands							0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.05			now		none	N	N	N	-	-	
10668	LEC	"3,11"	-	3	geld						no ploughlands	2	1	3				4	2	1	0	0	0	0	0	0	0	-	0	1	0.26		-		-	4 * 3	furlongs				-			1		1	was;now		none	N	N	N	-	-	
10669	LEC	"3,12"	-	9	geld					6	land for	3	6	9				7	0	2	0	16	0	0	0	0	0	-	0			6 * 6	furlongs		-		-				-			4		3	was;now		none	N	N	N	-	-	
10670	LEC	"3,13"	-	4	geld						no ploughlands	1	1	2				4	2	0	0	0	0	0	0	0	0	-	0	1	0.05	6	acres		-		-				-			1		0.25	was;now		none	N	N	N	-	-	
10671	LEC	"3,14"	-	7.5	geld						no ploughlands	2	4	6				10	1	4	0	6	0	0	0	0	0	-	0	2	0.4	16	acres		-		-				-			2.5		1	was;now		none	N	N	N	-	-	
10672	LEC	"3,15"	-	9.5	geld					8	land for	2	8	10				8	3	0	0	20	0	0	0	0	0	-	0			52	acres		-		-				-			4		0.2	was;now		none	N	N	N	-	-	
10673	LEC	"3,16"	-	1	geld					1	land for	0	1	1				3	2	0	0	0	0	0	0	0	0	-	0			10	acres		-		-				-			0.3		0.25	was;now		none	N	N	N	-	-	
10675	LEC	"4,1"	-	2.62	geld					2.5	land for	1	1	2				3	2	1	0	0	0	0	0	0	0	-	0				-		-		-				-			1			now		none	N	N	N	-	-	
10677	LEC	"5,1"	-	4.75	geld					5	land for	1	3	4				9	2	0	0	0	0	0	0	0	0	-	0			8	acres		-	5	acres				-			2		0.5	was;now		none	N	N	N	-	-	
10678	LEC	"5,2"	-	12	geld					16	land for	2	8	10				10	5	0	0	12	0	0	0	0	0	-	0			30	acres		-	0.5 league * 4 furlongs	mixed measures				-			5		6	was;now		none	N	N	N	-	-	
10679	LEC	"5,3"	-	2	geld						no ploughlands	0	2	2				10	0	0	0	0	0	0	0	0	0	-	0			10	acres		-		-				-			5		2	was;now		none	N	N	N	-	-	
10681	LEC	"6,1"	-	22.5	converted carucates						no ploughlands	2	8	10				20	2	2	0	0	0	0	0	0	0	-	0			1 * 1	furlongs		-	0.5 league * 4 furlongs	mixed measures				-			4		0.1	qr;now		none	N	N	N	-	-	Geld: 1.25 hides equals 22.5 carucates; carucates not additional to hides.
10682	LEC	"6,2"	-	3	geld					2	land for	0	2	2				0	5	0	0	3	0	0	0	0	0	-	0			8	acres		-		-				-			0.5		0.05	was;now		none	N	N	N	-	-	
10683	LEC	"6,3"	Barwell I	4	geld						no ploughlands	1	2	3				14	3	0	0	0	0	1	0	0	0	-	0			1 * 1	furlongs		-	1 league * 3 furlongs	mixed measures				-			1.5			now		none	N	N	N	-	-	"Shared statistics: 6,3-4, valuation recorded here."
10684	LEC	"6,4"	Barwell I	1	geld						no ploughlands	0	5	5				0	0	0	0	8	0	0	0	0	0	-	0				-		-		-				-						assessed elsewhere		none	N	N	N	G	-	"Shared statistics: 6,3-4, valuation recorded here. Duplicates: 1 carucate probably duplicated in 13,9. Entries, possibly intended as a single entry, the 8 Freemen and 5 ploughs are in Barwell, the resources for Stapleton in 6,3."
10685	LEC	"6,5"	-	12	geld						no ploughlands	2	5	7				7	3	4	0	6	0	0	0	0	0	-	0			10	acres		-		-				-			2		0.1	was;now		none	N	N	N	-	-	
10686	LEC	"6,6"	-	8.5	geld						no ploughlands	1	3	4				3	1	0	0	5	0	1	0	0	0	-	0	1	0.05	3	acres		-		-				-			1			now		none	N	N	N	-	-	
10687	LEC	"6,7"	-	1.5	geld						no ploughlands							0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.1			now		none	N	N	N	-	-	
10689	LEC	"7,1"	-	4	geld					5	land for	0	1.5	1.5				6	2	0	0	0	0	0	0	0	0	-	0				-		-		-				-			1		1.2	was;now		none	N	N	N	-	-	
10690	LEC	"7,2"	-	10.5	geld					7	land for	1	6	7				21	3	2	0	5	0	0	0	0	0	-	0			30	acres		-		-				-			2		3	was;now		none	N	N	N	-	-	
10692	LEC	"8,1"	-	0.5	geld						no ploughlands	0.5	0	0.5				0	0	0	0	0	0	0	0	0	0	-	0			1.5	acres		-		-				-			0.25		0.25	was;now		none	N	N	N	-	-	
10693	LEC	"8,2"	-	4	geld					2	land for	0	0	0				0	2	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.15		0.75	was;now		none	N	N	N	-	-	
10694	LEC	"8,3"	-	2.25	geld						no ploughlands	1	0.5	1.5				2	0	0	0	1	0	0	0	0	0	-	0				-		-		-				-			0.25		0.5	was;now		none	N	N	N	-	-	
10695	LEC	"8,4"	-	2.5	geld						no ploughlands	1	0	1				0	2	0	0	0	0	0	0	0	0	-	0			3	acres		-		-				-			0.25			now		none	N	N	N	-	-	
10696	LEC	"8,5"	-	2	geld						no ploughlands	1	1	2				0	5	0	0	0	0	0	0	0	0	-	0			4	acres		-		-				-			1		1	was;now		none	N	N	N	-	-	
10698	LEC	"9,1"	Aylestone I	21	converted carucates					14	tre	2	5	7				24	5	0	1	0	0	0	0	0	0	-	0	4	2.4	55	acres		-		-				-			4		3	was;now		none	N	N	N	G	-	"Geld: 1 hide assumed to equal 18 carucates. Duplicates: 4 carucates probably duplicated in 44,2 as land for four ploughs."
10699	LEC	"9,2"	-	0.5	geld						no ploughlands	0	0.5	0.5				0	0	0	0	2	0	0	0	0	0	-	0				-		-		-				-			0.25		0.1	was;now		none	N	N	N	-	-	
10700	LEC	"9,3"	Huncote I	6	geld					6	land for	3	3	6				20	8	2	1	2	0	1	0	0	0	-	0	1	0.5	15	acres		-	0.5 league * 4 furlongs	mixed measures				-			4		0.75	was;now		none	N	N	N	-	-	"Shared statistics: 9,3-4, valuation possibly recorded here."
10701	LEC	"9,4"	Huncote I	1	geld						no ploughlands							0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-						assessed elsewhere		none	N	N	N	-	-	"Shared statistics: 9,3-4, valuation possibly recorded in 9,4."
10702	LEC	"9,5"	-	6	geld						no ploughlands	3	2	5				10	7	2	0	7	0	0	0	0	0	-	0				-		-	1 * 0.5	leagues				-			2.5		4	was;now		none	N	N	N	-	-	
10704	LEC	"10,1"	-	12	converted carucates					6	land for	1	5	6				10	6	3	0	2	0	1	0	0	0	-	0			3 * 2	furlongs		-		-				-			2.5		1	was;now		none	N	N	N	-	-	Geld: 2 parts of 1 hide; 1 hide assumed to equal 18 carucates.
10705	LEC	"10,2"	-	1.5	geld						no ploughlands	0	1.5	1.5				0	2	0	0	2	0	0	0	0	0	-	0				-		-		-				-			0.5		0.1	was;now		none	N	N	N	-	-
10706	LEC	"10,3"	-	14	geld						no ploughlands	4	9.5	13.5				42	16	8	0	3	0	0	0	0	0	-	0			6 * 3	furlongs		-	1 * 3	furlongs				-			10		6	was;now		none	N	N	N	-	-
10707	LEC	"10,4"	-	11	geld						no ploughlands	2	7	9				30	17	0	1	0	0	0	0	0	0	-	0			3 * 2	furlongs		-		-				-			5		3	was;now		none	N	N	N	-	-
10708	LEC	"10,5"	-	1	geld						no ploughlands							0	3	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.15		0.05	was;now		none	N	N	N	-	-
10709	LEC	"10,6"	-	4.5	geld						no ploughlands	2	2	4				4	3	0	0	2	0	0	0	0	0	-	0			4 * 2	furlongs		-		-				-			2		0.75	was;now		none	N	N	N	-	-
10710	LEC	"10,7"	-	5.62	geld						no ploughlands	1	2	3				8	4	2	0	1	0	0	0	0	0	-	0	1	0.2	12	acres		-		-				-			2.25		0.28	was;now		was waste except	X	P	N	-	Y
10711	LEC	"10,8"	-	5.5	geld					5	land for	2	3	5				14	8	0	0	0	0	0	0	0	0	-	0				-		-		-				-			2		1.5	was;now		none	N	N	N	-	-
10712	LEC	"10,9"	-	8.5	geld					6	land for	1	3	4				2	14	0	0	0	0	1	0	0	0	-	0			4 * 1	furlongs		-		-				-			2		0.5	was;now		none	N	N	N	-	-
10713	LEC	"10,10"	-	1.5	geld					2	land for	0	0	0				0	0	1	0	0	0	0	0	0	0	-	0	1	0.2	3	acres		-		-				-			0.25		0.1	was;now		none	N	N	N	-	-
10714	LEC	"10,11"	-	4.5	geld					2	land for	0	2	2				0	0	0	0	10	0	0	0	0	0	-	0			1 * 1	furlongs		-		-				-			1.25		0.5	was;now		none	N	N	N	-	-
10715	LEC	"10,12"	-	6.5	geld					6	land for	2	2	4				8	10	0	0	0	0	0	0	0	0	-	0	1	0.1		-		-		-				-			2		1	was;now		none	N	N	N	-	-
10716	LEC	"10,13"	-	3.25	geld					3	land for	0	1.5	1.5				0	0	0	0	7	0	0	0	0	0	-	0				-		-		-				-			1		0.5	was;now		none	N	N	N	-	-
10717	LEC	"10,14"	-	2	geld					2	land for	0	2	2				2	1	0	0	0	0	0	0	0	0	-	0	1	0.1		-		-		-				-			1		0.5	was;now		none	N	N	N	-	-
10718	LEC	"10,15"	-	4	geld					4	land for	1	3	4				8	3	0	0	0	0	0	0	0	0	-	0	1	0.4	32	acres		-		-				-			1.25		0.5	was;now		none	N	N	N	-	-
10719	LEC	"10,16"	-	11	geld					11	land for	1	9	10				4	2	0	0	8	0	0	0	0	0	-	0			5 * 3	furlongs		-		-				-			1.5		1	was;now		none	N	N	N	-	-
10720	LEC	"10,17"	-	7	geld						no ploughlands	1	4	5				2	1	0	0	7	0	0	0	0	0	-	0			30	acres		-		-				-			1.5		0.13	was;now		none	N	N	N	-	-
10722	LEC	"11,1"	-	6	geld					7	land for	3	1	4				1	2	0	0	0	0	1	0	0	0	-	0			8	acres		-		-				-			0.3		0.25	was;now		none	N	N	N	-	-	
10723	LEC	"11,2"	-	3	geld					3	land for	2	2	4				8	6	0	0	0	0	0	0	0	0	-	0				-		-		-				-			1		1	was;now		none	N	N	N	-	-	
10724	LEC	"11,3"	-	1.5	geld					2	tre	0	1	1				0	0	0	0	3	0	0	0	0	0	-	0				-		-		-				-			0.25		0.25	was;now		none	N	N	N	-	-	
10726	LEC	"12,1"	-	5	geld					12	tre	2	6	8				18	8	1	0	1	0	0	0	0	0	-	0				-		-		-				-			5.5		5.5	was;now		none	N	N	N	-	-	
10727	LEC	"12,2"	-	22.5	geld					20	tre	3	12	15				30	11	0	0	5	0	1	0	0	0	-	0	1	0.53		-		-	12 * 8	furlongs				-			11		5	was;now		none	N	N	N	-	-	
10729	LEC	"13,1"	-	24	converted carucates			6		16	land for	4	13	17				32	12	2	1	31	0	1	0	0	7	other	0			50	acres		-		-				-			8		8	was;now		none	N	N	N	-	Y	"Geld: 1 hide and the third part of 1 hide; 1 hide assumed to equal 18 carucates. Other population: 1 cleric, 2 men-at-arms, 4 Frenchmen have 8 ploughs."
10730	LEC	"13,2"	-	2	geld					2.5	land for	1	0.5	1.5				3	5	0	0	3	0	0	0	0	0	-	0			2	acres		-		-				-			0.75			now		none	N	N	N	-	Y	
10731	LEC	"13,3"	-	2	geld					1	land for	0	0.5	0.5				0	3	0	0	1	0	0	0	0	0	-	0				-		-		-				-			0.5		0.05	was;now		none	N	N	N	-	-	
10732	LEC	"13,4"	Earl Shilton I	5	geld						no ploughlands	3	3	6				10	5	1	0	4	0	1	0	0	0	-	0	1	0.06	12	acres		-	8 * 3	furlongs				-			3.5		0.25	was;now		none	N	N	N	-	-	
10733	LEC	"13,5"	-	5.62	geld					6	land for	2	4	6				10	5	1	0	0	0	1	0	0	0	-	0	1	0.11		-		-		-				-			3		1	was;now		none	N	N	N	-	-	"Geld: 2 carucates of the jurisdiction are in Bromkinsthorpe, 3 in Desford, 0.5 in Glenfield, 0.5 in Braunstone, totalling 6, not 5.625."
10734	LEC	"13,6"	-	5.62	geld					4	land for	2	3	5				10	5	0	0	1	0	0	0	0	0	-	0				-		-	2 * 0.5	leagues				-			3		1	was;now		none	N	N	N	-	-	
10735	LEC	"13,7"	-	2	geld					1	land for	1	0	1				1	5	0	0	0	0	0	0	0	0	-	0			4	acres		-		-				-			0.5		0.25	was;now		none	N	N	N	-	-	
10736	LEC	"13,8"	-	2.62	geld					4	land for	0	1	1				1	0	0	0	0	0	0	0	0	0	-	0			4	acres		-	0.5 * 0.5	leagues				-			1		0.25	was;now		none	N	N	N	-	-	
10737	LEC	"13,9"	-	1	geld					1	land for	0	0.5	0.5				2	3	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.5		0.25	was;now		none	N	N	N	G	-	"Duplicates: 1 carucate probably duplicated in 6,4."
10738	LEC	"13,10"	-	2.5	geld					1	land for	0	1.5	1.5				2	0	0	0	2	0	0	0	0	0	-	0				-		-		-				-			0.5		0.05	was;now		none	N	N	N	-	-	
10739	LEC	"13,11"	-	2	geld					3	land for	0	1	1				3	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			1		0.25	was;now		none	N	N	N	-	-	
10740	LEC	"13,12"	-	6	geld					4	land for	1	0	1				0	3	1	0	0	0	0	0	0	0	-	0				-		-		-				-			3		0.25	was;now		none	N	N	N	-	-	
10741	LEC	"13,13"	-	8.75	geld					6	land for	0	4	4				1	2	0	0	13	0	0	0	0	0	-	0			20	acres		-		-				-			1.5		1	was;now		none	N	N	N	-	-	
10742	LEC	"13,14"	-	0.5	geld					0.5	land for	0	0	0				0	0	0	0	0	0	0	0	0	2	men	0				-		-		-				-			0.15			now		none	N	N	N	-	-	
10743	LEC	"13,15"	-	28	geld					22	land for	3	22	25				19	5	4	0	33	0	0	0	0	0	-	0			60	acres		-		-				-			9		8	was;now		none	N	N	N	-	-	
10744	LEC	"13,16"	-	12	geld					8	land for	3	6	9				15	5	8	0	6	0	0	0	0	0	-	0			14	acres		-		-				-			6		4	was;now		none	N	N	N	-	-	
10745	LEC	"13,17"	-	11.12	geld					7	land for	3	5	8				9	8	5	0	0	0	1	0	0	1	Frenchmen	0			16	acres		-		-				-			4		3	was;now		none	N	N	N	-	-	
10746	LEC	"13,18"	-	12	geld					8	land for	2	6	8				16	8	3	0	0	0	1	0	0	0	-	0			20	acres		-		-				-			3		1.5	was;now		none	N	N	N	-	-	
10747	LEC	"13,19"	-	9	geld					4	land for	2	6	8				22	4	4	0	0	0	0	0	0	0	-	0	1	0.15		-		-	2 * 0.5	leagues				-			4		1.5	was;now		none	N	N	N	-	-	
10748	LEC	"13,20"	-	7	geld					6	land for	3	4	7				8	5	3	0	7	0	0	0	0	0	-	0	1	0.6	24	acres		-	5 * 3	furlongs				-			5		3	was;now		none	N	N	N	-	-	
10749	LEC	"13,21"	-	6	geld					5	land for	1	3	4				3	11	1	0	9	0	0	0	0	0	-	0	1	0.5	36	acres		-	3 * 2	furlongs				-			20		2	was;now		none	N	N	N	-	-	"Values: was 40s, now 5 ounces of gold (assumed to be approximately £20, after Baring)."
